trialNum,songNumber,songFileName,songDur,fixTime,responded,rt,postMusicTime,reply,promptRT,choicesMC,respMC,rtMC,outcomeMC,preFeedbackTime,participant_id,note_count,note_rate,rt_numeric,age,sex,handedness
47,9,a-tisket a-tasket.wav,10.41800453514739,0.4508367510977214,1,2.795331200119108,0.4688083862588104,,1.752983799669892,9  101   98   61,2,3.196248100139201,0,1.115521978088815,sub-01,44.0,1.5931638786298827,2.795331200119108,24,M,L
48,19,billie jean.wav,8.305986394557824,0.4674113589392564,0,,0.423383941339661,Micheal Jackson,8.686842499766499,92  117   19   58,3,3.35133340023458,1,1.103043718013325,sub-01,84.0,3.7378187157922915,,24,M,L
49,61,let it be.wav,12.88199546485261,0.4600673492584403,1,5.62836749991402,0.49246580088744,,2.294749099761248,64  112   36   61,3,2.94997450010851,0,1.059578178394076,sub-01,36.0,2.033094256508713,5.62836749991402,24,M,L
50,57,it's a small world.wav,9.291020408163265,0.4194687588033504,0,,0.4372191623943927,,2.503330000210553,96   59   57   65,2,4.7447624001652,0,1.06570754360616,sub-01,36.0,1.582139404060831,,24,M,L
51,51,home on the range.wav,13.08498866213152,0.4537045835536039,0,,0.4347907532610048,,1.562134600244462,59   77   23   51,2,1.880340300034732,0,1.03930044023642,sub-01,66.0,3.2338674114361146,,24,M,L
52,105,sugar sugar.wav,7.83501133786848,0.488015450365496,1,2.773828300181776,0.4666838101593477,Sugar sugar,7.99863289995119,105   24   61  103,1,1.329625300131738,1,1.101594972332509,sub-01,52.0,1.8337623867122774,2.773828300181776,24,M,L
53,58,itsy bitsy spider.wav,9.802993197278912,0.4987691475340374,1,2.552525500301272,0.4487239185674958,Ring around the rosie,5.740098800044507,78    6   58   82,3,3.588604599703103,1,1.152333317150982,sub-01,56.0,2.148557397176194,2.552525500301272,24,M,L
54,62,let it snow.wav,9.334013605442175,0.4434808774037761,1,5.773649699985981,0.4876405650845553,Let it snow,7.081159600056708,18   10   36   62,4,3.365465399809182,1,1.162272929117418,sub-01,40.0,1.5728834886555754,5.773649699985981,24,M,L
55,64,london bridge.wav,6.706984126984127,0.4706003734405044,1,3.368471499998122,0.4883045420940246,,5.503440099768341,119   64   37   22,3,7.108754499815404,0,1.047840658973107,sub-01,80.0,3.0910706696031736,3.368471499998122,24,M,L
56,120,yankee doodle.wav,8.572018140589568,0.4320841330060881,1,4.312097299844027,0.4484168485859825,,1.787531399633735,79    8   73  120,4,8.203907900024205,1,1.133004947388118,sub-01,24.0,1.1553458816733309,4.312097299844027,24,M,L
57,81,old king cole.wav,9.353015873015874,0.4535966791473833,0,,0.4962936914356262,,4.668272899929434,70  100   75   81,1,5.877323899883777,0,1.052717167043535,sub-01,40.0,2.335220970284295,,24,M,L
58,32,daisy bell.wav,8.062993197278912,0.4358821071281218,1,4.409882199950516,0.4105601041044094,pop goes the weasel,8.164591200184077,103   58   87   32,4,6.126284400001168,1,1.116026342402352,sub-01,18.0,0.8990559912092322,4.409882199950516,24,M,L
59,104,star spangled banner.wav,12.83800453514739,0.4692840960441715,1,3.893793499562889,0.4999309252895239,American National Anthem,8.440552600193769,104   83   92   68,1,2.171082900371403,1,1.094480990752019,sub-01,20.0,1.2379301807378102,3.893793499562889,24,M,L
60,3,I think we're alone now.wav,6.298004535147392,0.4777266537018591,0,,0.4703114273772874,,1.616456899791956,3  106   63  110,3,3.002256900072098,0,1.028289611755228,sub-01,46.0,2.464769865509295,,24,M,L
61,109,teddy bear picnic.wav,8.161995464852607,0.4701765748145463,1,3.252529399935156,0.4889959260237965,,1.759551200084388,109   61    5   68,1,3.571345699951053,1,1.153141769547296,sub-01,18.0,1.106126712960124,3.252529399935156,24,M,L
62,95,row your boat.wav,7.035011337868481,0.4448950121333968,1,2.448794099967927,0.466018343699361,Childhood,10.32179629988968,95   64   37   19,1,1.44458660017699,1,1.108187103226114,sub-01,42.0,1.8611246510391273,2.448794099967927,24,M,L
63,25,bye baby bunting.wav,6.319002267573696,0.4518971595543017,0,,0.4921236934269422,,2.829299900215119,63   16   25   90,1,1.23514260025695,0,1.068568248297538,sub-01,50.0,2.532799756851225,,24,M,L
64,35,do your ears hang low.wav,9.661995464852607,0.4479260227344984,1,4.232623499818146,0.464673882326578,Childhood,6.984612700063735,55   73   35   74,4,5.739156200084835,0,1.04446345394165,sub-01,52.0,2.5118346053521123,4.232623499818146,24,M,L
65,13,america the beautiful.wav,9.33201814058957,0.4490230891767851,0,,0.4977026581790846,,1.27155529987067,54   27   13   72,1,4.560643300414085,0,1.03715313796298,sub-01,28.0,0.9954493742889673,,24,M,L
66,10,all my loving.wav,11.52498866213152,0.4030107380250868,0,,0.4182229314300023,,1.649619699921459,65   12   73   10,3,3.556828199885786,0,1.101049608261342,sub-01,62.0,2.6250052923493894,,24,M,L
67,15,another one bites the dust.wav,12.46897959183674,0.4480685477177112,1,3.683400199748576,0.4384059091458848,Another one bites the dust,8.217373499646783,15    7   67   63,1,1.796753000002354,1,1.021225449195786,sub-01,56.0,2.580645161290317,3.683400199748576,24,M,L
68,100,shoo fly.wav,9.372018140589567,0.4067268727090675,1,3.623629200272262,0.4415320869370273,,3.11489270022139,48  100   42   58,2,5.441070199944079,1,1.158346876604455,sub-01,30.0,1.5936254980079643,3.623629200272262,24,M,L
69,21,blow the man down.wav,8.491020408163266,0.4828507571048645,0,,0.4776681245477123,,9.054021300282328,63   15   21  109,3,3.320815000217408,1,1.162485423270403,sub-01,42.0,1.7559262510974636,,24,M,L
70,106,super mario world.wav,12.28598639455782,0.491772574026223,1,2.800025300122797,0.4143784792372193,Childhood,4.434168200008571,106   75   11   94,2,4.68843590002507,0,1.033707149361174,sub-01,74.0,3.5503526363767084,2.800025300122797,24,M,L
71,22,blowin' in the wind.wav,9.950022675736962,0.4138368373753444,1,8.944199999794364,0.4737383551106105,,2.228583399672061,22   20   26   78,3,3.387574300169945,0,1.106350877589381,sub-01,74.0,3.2221544892449536,8.944199999794364,24,M,L
