trialNum,songNumber,songFileName,songDur,fixTime,responded,rt,postMusicTime,reply,promptRT,choicesMC,respMC,rtMC,outcomeMC,preFeedbackTime,participant_id,trial_index,note_count,trial_window_sec,note_rate,rt_numeric,promptRT_numeric,rtMC_numeric,datetime,age,sex,handedness,cch,session_date,session_month,session_weekday,global_field_power,delta_power,theta_power,alpha_power,beta_power,reply_present,valid_familiarity_rt,responded_label,trial_progress,age_zscore,song_name_clean,log_delta_power,log_theta_power,log_alpha_power,log_beta_power,participant_trial_count,participant_response_rate,participant_mc_accuracy,participant_median_rt,mean_global_field_power,mean_alpha_power,mean_beta_power,log_mean_alpha_power,log_mean_beta_power,song_sample_n,song_response_rate,song_mean_rt,song_median_rt,song_mc_accuracy,mean_note_rate,song_mean_alpha_power,song_mean_beta_power
19,36,do-re-mi.wav,12.94399092970522,0.454125664452401,0,,0.4790869567196167,  ,5.023656499994104,36   89   11   12,1,3.697487500001444,1,1.09101802234663,sub-02,18,56,37.86900000000003,1.478782117299109,,5.023656499994104,3.697487500001444,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,24.26154271464555,8.280239554078325e-13,6.367766069234368e-13,1.1073356658162391e-13,6.35165911912284e-14,False,False,Not familiar,0.25333333333333335,0.672437088861179,do-re-mi,-12.081957098540073,-12.196012899527103,-12.955720711808933,-13.19711281767423,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,19,0.631578947368421,4.112124158327258,3.8408767500004615,0.42105263157894735,1.093541061654281,7.209138760939492e-13,1.802820147316661e-13
20,10,all my loving.wav,11.52498866213152,0.4214724605479594,0,,0.4874945988318085,,1.986598200004664,56   62   10   44,3,1.703076100006001,1,1.019744533948539,sub-02,19,44,22.962999999999965,1.9161259417323548,,1.986598200004664,1.703076100006001,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,28.811092472617418,2.766796210471987e-11,1.1415235830231073e-12,2.1097748971509354e-13,8.768409486501102e-14,False,False,Not familiar,0.26666666666666666,0.672437088861179,all my loving,-10.558022827822123,-11.94251511188202,-12.675763879365974,-13.057079176745741,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,19,0.10526315789473684,3.9201895000514924,3.9201895000514924,0.47368421052631576,1.5405726230283956,6.612543469560899e-13,1.814187662180952e-13
21,29,cindy.wav,9.372018140589567,0.4211357903463016,0,,0.4470111852235192, ,1.584392599994317,68  105   29  113,1,1.158914100000402,0,1.125706814811998,sub-02,20,52,19.464000000000055,2.6715988491574114,,1.584392599994317,1.158914100000402,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,25.16046559229187,6.294274119546276e-13,2.551074254070062e-13,1.2309806092024143e-13,5.5485024235273927e-14,False,False,Not familiar,0.28,0.672437088861179,cindy,-12.201054347216575,-12.593276900204966,-12.909748788159439,-13.25582421993363,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,16,0.3125,7.262517099998513,7.79943429999912,0.1875,2.041422122300064,5.721815050471233e-13,1.6658451535123042e-13
22,70,michael row the boat ashore.wav,9.372018140589567,0.4805510316281107,0,,0.4259460976948768,,4.678343799998402,70   18    2   48,1,5.489991399997962,1,1.153349396388687,sub-02,21,44,31.451000000000022,1.3990016215700605,,4.678343799998402,5.489991399997962,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,23.781184813337504,1.7456422525231316e-11,3.9105571640522963e-13,1.698080435575072e-13,7.252396500327163e-14,False,False,Not familiar,0.29333333333333333,0.672437088861179,michael row the boat ashore,-10.75804475471657,-12.407761361265308,-12.770041741713365,-13.139518460340883,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,18,0.2777777777777778,4.436821059990325,3.956823899992742,0.3888888888888889,1.5613778619941472,8.884556279436592e-13,2.6463023298393367e-13
23,108,take me out to the ballgame.wav,6.194013605442177,0.4558480859646212,0,,0.4806160954820696,,3.683364399999846,108   79   95  100,2,1.74249430000782,0,1.104439357374431,sub-02,22,26,19.45799999999997,1.3362113269606353,,3.683364399999846,1.74249430000782,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,18.763651282770223,1.7681547510897864e-12,3.8359871668208186e-13,1.2467262516021398e-13,7.339621451124028e-14,False,False,Not familiar,0.30666666666666664,0.672437088861179,take me out to the ballgame,-11.752479727669533,-12.416122854418013,-12.904228895735528,-13.134326338711652,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,16,0.5,4.1551957374904305,4.353288149890432,0.8125,0.9950583338603297,5.742100962856405e-13,1.5861912842816915e-13
24,15,another one bites the dust.wav,12.46897959183674,0.4120149153903269,1,7.680521899994346,0.4570985631445228,,5.168434400009573,3  106   36   15,4,3.889913699997123,1,1.151268078681159,sub-02,23,38,24.942000000000007,1.523534600272632,7.680521899994346,5.168434400009573,3.889913699997123,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,17.626675806168862,5.340662035977826e-13,2.3281561391806485e-13,1.1517795794369795e-13,4.918471136271932e-14,False,True,Familiar,0.32,0.672437088861179,another one bites the dust,-12.272404903879561,-12.632987896826856,-12.938630625594664,-13.308169872896405,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,19,0.631578947368421,5.654553966644623,5.571712850003678,0.7894736842105263,1.7307307920892452,6.160440776240835e-13,2.0786686231319116e-13
25,80,old gray mare.wav,9.33201814058957,0.4211804858324101,0,,0.4700384053126968, ,1.213185700005852,56   90   80   78,2,3.254991499998141,0,1.037889102097486,sub-02,24,80,21.198999999999955,3.773762913344977,,1.213185700005852,3.254991499998141,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,15.385200192784223,1.377970044460066e-12,2.8722629852578256e-13,1.9628936296874511e-13,1.1778094622807864e-13,False,False,Not familiar,0.3333333333333333,0.672437088861179,old gray mare,-11.86076022340597,-12.541775798476587,-12.707103234425185,-12.928924960969123,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,15,0.26666666666666666,6.3843580000057045,7.103914149998673,0.4666666666666667,2.876834935841821,5.392274269117719e-13,5.904757180102381e-13
26,75,my favorite things.wav,13.92698412698413,0.41509975887321,0,,0.4386752181307463,,5.442198599994299,115   24   12   75,4,2.294578799992451,1,1.162859451087118,sub-02,25,84,30.211000000000013,2.780444209062923,,5.442198599994299,2.294578799992451,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,13.756027753610045,7.849839195854324e-13,2.809834384223222e-13,1.459665886447438e-13,7.988288150553556e-14,False,False,Not familiar,0.3466666666666667,0.672437088861179,my favorite things,-12.105139239696586,-12.551319277296928,-12.83574654166615,-13.09754627781006,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,13,0.46153846153846156,6.026309333343913,5.338385549985105,0.7692307692307693,2.176371966214023,4.715994376351041e-13,1.7725589222820211e-13
27,38,eight days a week.wav,12.28399092970522,0.4957908660708755,0,,0.4369502330702751, ,1.2200359999988,45   38   62  107,4,6.605406599992421,0,1.042691817102924,sub-02,26,44,27.398000000000025,1.605956639170741,,1.2200359999988,6.605406599992421,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,14.817427387125798,7.944696030399833e-13,2.4263350701118433e-13,1.567079803867564e-13,6.000822956091508e-14,False,False,Not familiar,0.36,0.672437088861179,eight days a week,-12.099922714547908,-12.615049224470159,-12.804908886430702,-13.221789186152874,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,19,0.10526315789473684,3.097724699997343,3.097724699997343,0.47368421052631576,1.4497174192780122,5.525728432791315e-13,1.7869853383255985e-13
28,77,ob la di ob la da.wav,14.81401360544218,0.4464923339003748,1,6.334299299996928,0.4565913563489126,,6.010578699992038,77   34   83   13,1,1.379271800004062,1,1.182223491612917,sub-02,27,34,21.87900000000002,1.5540015540015526,6.334299299996928,6.010578699992038,1.379271800004062,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,15.327372337726038,1.0006506469633008e-12,6.577299011030199e-13,1.5195787232250797e-13,6.482267545029296e-14,False,True,Familiar,0.37333333333333335,0.672437088861179,ob la di ob la da,-11.999717519501749,-12.181952414201465,-12.818276795961376,-13.188273048136884,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,15,0.4,6.999491166665393,7.166002599995409,0.5333333333333333,2.002833718971895,4.666140785076441e-13,1.6513176416816824e-13
29,78,oh susanna.wav,12.05800453514739,0.405438506559096,1,5.770910899998853,0.4443150300875467,,6.337229500000831,63   78   72   31,2,5.126553400012199,1,1.030411838238423,sub-02,28,60,25.730000000000018,2.331908278274386,5.770910899998853,6.337229500000831,5.126553400012199,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,20.15605056190126,1.2281340767208274e-12,3.0244748727772934e-13,2.18699362402112e-13,7.416423523257211e-14,False,True,Familiar,0.38666666666666666,0.672437088861179,oh susanna,-11.910754218209963,-12.51935001924375,-12.660152483106158,-13.129805477277584,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,23,0.6956521739130435,4.389439662510085,4.657905650048633,0.2608695652173913,2.605718290099532,9.757654569851883e-13,2.0102511383880357e-13
30,101,skip to my lou.wav,8.863990929705215,0.4401416895059986,1,3.222932899996522,0.453211734094602,,2.718957300006878,105   61   98  101,1,4.21021400000609,0,1.127693031180768,sub-02,29,18,19.462999999999965,0.9248317320043176,3.222932899996522,2.718957300006878,4.21021400000609,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,16.775688836590415,7.61772417962544e-13,3.4602894140590624e-13,3.147310630005529e-13,5.935951652150278e-14,False,True,Familiar,0.4,0.672437088861179,skip to my lou,-12.118174756200572,-12.460887575868385,-12.502060391424326,-13.226509645008317,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,17,0.7647058823529411,4.133029453849024,3.311875400017016,0.7058823529411765,1.2787450259991195,5.653563296788205e-13,1.7983070622181218e-13
31,33,do as I'm doing.wav,11.67102040816327,0.4790594064274453,1,5.209341800000402,0.439592822825525,,3.496732499988866,33  118   41   19,1,8.164256700008991,1,1.092594257480826,sub-02,30,48,24.918999999999983,1.9262410209077425,5.209341800000402,3.496732499988866,8.164256700008991,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,14.53564634546826,7.365518239644976e-13,2.388360568776707e-13,1.398478347840735e-13,6.895073094353775e-14,False,True,Familiar,0.41333333333333333,0.672437088861179,do as I'm doing,-12.1327966906815,-12.6219001075221,-12.854344253272494,-13.161461125527836,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,15,0.13333333333333333,3.342006049999327,3.342006049999327,0.4666666666666667,3.7877431969898137,8.220157298330652e-13,1.48578870553703e-13
32,84,over the rainbow.wav,17.06698412698413,0.485222047908616,1,3.968834400002379,0.4532925249354374, ,1.29817660000117,84   73  113  118,1,4.478390100004617,1,1.109790332052818,sub-02,31,14,29.971000000000004,0.46711821427379796,3.968834400002379,1.29817660000117,4.478390100004617,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,14.824206156402838,9.449826581801454e-13,5.415055028481657e-13,1.1871075383880384e-13,7.094274533530934e-14,False,True,Familiar,0.4266666666666667,0.672437088861179,over the rainbow,-12.024576161359283,-12.266397125660175,-12.925509937142241,-13.14909200925418,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,15,0.6666666666666666,5.748862429978908,4.4185697998909745,0.8,0.8804538290844253,8.143249114779042e-13,1.9865110532747756e-13
33,76,my girl.wav,10.44498866213152,0.428203748991469,1,8.014475500007393,0.4571600090913026,,9.041563600010704,36  101   76    8,3,0.9037710999982664,1,1.185519875139072,sub-02,32,40,25.37799999999993,1.5761683347781588,8.014475500007393,9.041563600010704,0.9037710999982664,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,12.968169170104757,1.2999653336748512e-12,2.5471970548670357e-13,1.0266846343899431e-13,7.424334479305289e-14,False,True,Familiar,0.44,0.672437088861179,my girl,-11.88606822891967,-12.59393745608428,-12.988562937685332,-13.129342470619424,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,15,0.4666666666666667,4.44108500000896,3.785495100004482,0.4666666666666667,1.4683532367181198,1.262239123804786e-12,1.6949686126622668e-13
34,39,everlasting love.wav,8.305986394557824,0.4526877439165099,0,,0.4912397721460752,,2.97254879999673,111   89   96   39,3,4.722343300003558,0,1.027354970048867,sub-02,33,44,27.08699999999999,1.624395466459926,,2.97254879999673,4.722343300003558,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,10.961505955920703,4.3450327977734946e-13,2.2452707659177472e-13,1.831060016029266e-13,8.029401410730114e-14,False,False,Not familiar,0.4533333333333333,0.672437088861179,everlasting love,-12.362006941001669,-12.648731278244965,-12.737297420742992,-13.095316830027262,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,19,0.05263157894736842,2.069657400017604,2.069657400017604,0.3157894736842105,1.812904872125708,7.736665851025673e-13,1.9795870002147186e-13
35,60,john jacob jingleheimerschmidt.wav,9.928979591836734,0.4440962138214546,0,,0.4235167745436443,,2.371832100005122,23  102   60   27,3,2.785042999996222,1,1.169079565369863,sub-02,34,84,26.674000000000206,3.1491339881532334,,2.371832100005122,2.785042999996222,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,12.065987832361344,9.74446564003822e-13,5.230173432226344e-13,1.9112920779740912e-13,6.464662864886027e-14,False,False,Not familiar,0.4666666666666667,0.672437088861179,john jacob jingleheimerschmidt,-12.01124197142021,-12.281483909715888,-12.718672940281627,-13.189454118848152,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,18,0.2777777777777778,6.202589099976467,6.725593399984064,0.3333333333333333,3.0150396962863106,6.896024036060195e-13,1.920039689504971e-13
36,83,on top of old smokey.wav,12.79700680272109,0.4865607496594365,0,,0.4420457900275442,,2.253031300002476,69   11  121   83,3,3.385941799991997,0,1.186660534476419,sub-02,35,44,25.597999999999956,1.7188842878349901,,2.253031300002476,3.385941799991997,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,13.01949809124153,1.4084679449691628e-12,3.1914538625229854e-13,1.4953605353590586e-13,5.57194024176553e-14,False,False,Not familiar,0.48,0.672437088861179,on top of old smokey,-11.851253032584083,-12.496011429597488,-12.825254085172524,-13.253993549967142,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,18,0.4444444444444444,6.071482225013824,6.444624200041289,0.4444444444444444,1.3325469720369538,4.759837444697079e-13,1.5885754253873403e-13
37,88,polly wolly doodle.wav,9.334013605442175,0.4574826644942863,1,3.524036300004809,0.4620886293881987,,3.876970800003619,51   90   43   88,4,7.73454460001085,1,1.048242269902891,sub-02,36,38,22.567999999999984,1.6838000708968464,3.524036300004809,3.876970800003619,7.73454460001085,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,11.688635032813485,1.0100944403835473e-12,6.954422593438988e-13,2.2566779156463676e-13,9.084347480594675e-14,False,True,Familiar,0.49333333333333335,0.672437088861179,polly wolly doodle,-11.995638019266858,-12.15773892245024,-12.646530421178845,-13.041706262164915,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,20,0.85,4.853798135289895,4.758549099991797,0.6,2.174504867500736,5.329711111132222e-13,1.6856003708432603e-13
38,14,angel is my centerfold (Example).wav,8.345986394557823,0.4722553837963307,1,2.584552900007111,0.4016644037126771,,5.960983700002544,60   89   14   78,3,12.21302190001006,1,1.124066922403723,sub-02,37,18,27.98199999999997,0.6432706740047179,2.584552900007111,5.960983700002544,12.21302190001006,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,10.224987673776523,8.181529492506742e-13,2.5463758576443637e-13,7.969723588251697e-14,6.335777632269802e-14,False,True,Familiar,0.5066666666666667,0.672437088861179,angel is my centerfold (Example),-12.087165499743966,-12.594077491941851,-13.098556740859687,-13.198200073649131,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,14,0.9285714285714286,3.7548463769246436,3.712943099992117,0.42857142857142855,1.1443395463394896,6.742851538544248e-13,1.795018929115581e-13
39,2,I think I love you.wav,9.272018140589568,0.4047450562606387,1,6.172994400010793,0.4338246443789266,,4.333537699989392,54   37    2  109,2,3.986452000011923,0,1.139642019239037,sub-02,38,24,21.645999999999958,1.1087498845052226,6.172994400010793,4.333537699989392,3.986452000011923,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,10.745907110350554,8.21997377172771e-13,2.05711794590888e-13,9.787281498831482e-14,9.687307025436933e-14,False,True,Familiar,0.52,0.672437088861179,I think I love you,-12.085129568203515,-12.686740807095306,-13.009337920454922,-13.013796935698291,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,17,0.17647058823529413,5.931036833358424,5.875756100052968,0.17647058823529413,1.0743725757823062,1.2670016999728514e-12,2.1532889185297698e-13
40,19,billie jean.wav,8.305986394557824,0.4003328834641143,0,,0.4233658362116218,,4.311845099990023,19  102    3   95,3,2.33748000000196,0,1.160989452890127,sub-02,39,42,22.351000000000113,1.879110554337604,,4.311845099990023,2.33748000000196,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,12.500751308295083,6.520322626417082e-13,4.549103334222847e-13,8.196349222916903e-14,5.860638387122352e-14,False,False,Not familiar,0.5333333333333333,0.672437088861179,billie jean,-12.185730914788609,-12.342074197930856,-13.086379545835179,-13.23205507461263,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,18,0.1111111111111111,4.051077749958495,4.051077749958495,0.5,1.6829746745572263,5.909739214345684e-13,1.9179647051771393e-13
41,93,ring of fire.wav,9.04498866213152,0.4964192850242394,1,6.657827900009579,0.4684217121032148,,3.013806100003421,118  101   55   93,4,3.320731899992097,1,1.088583618540653,sub-02,40,36,20.78099999999995,1.732351667388484,6.657827900009579,3.013806100003421,3.320731899992097,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,13.281263530975455,1.1627207073858041e-12,2.826320671838803e-13,2.3289132624726163e-13,1.847717347064223e-13,False,True,Familiar,0.5466666666666666,0.672437088861179,ring of fire,-11.934524592931005,-12.548778565024865,-12.63284668593118,-12.73336446385128,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,20,0.55,5.881434536356954,6.461035699991044,0.7,1.4237604884750759,5.58389205894538e-13,1.7759584179696401e-13
42,117,three blind mice.wav,13.92798185941043,0.4069980759670761,1,3.073006399994483,0.4280332294266604,do re me,4.805471100000432,85   84  111  117,4,6.545130800004699,1,1.042610575412708,sub-02,41,12,22.88499999999999,0.5243609351103344,3.073006399994483,4.805471100000432,6.545130800004699,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,13.644248529952053,1.0008219174474527e-12,3.887909236301207e-13,2.0130605345801428e-13,8.899533171553232e-14,True,True,Familiar,0.56,0.672437088861179,three blind mice,-11.999643192401109,-12.410283882283224,-12.696143165280825,-13.050632773842251,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,14,0.7857142857142857,3.946657245472042,3.165031299984548,0.5714285714285714,1.3731914707016872,8.471835309170672e-13,1.8633789546444013e-13
43,120,yankee doodle.wav,8.572018140589568,0.4606937567775908,1,5.32844070000283,0.4576447194519729,,3.840927099998225,120   35   48   31,1,4.163269500000752,1,1.116351951290537,sub-02,42,38,22.778999999999996,1.6682031695860224,5.32844070000283,3.840927099998225,4.163269500000752,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,15.272278897785727,1.411539769431378e-12,5.381091980057339e-13,4.814175782595399e-13,1.2086372584905893e-13,False,True,Familiar,0.5733333333333334,0.672437088861179,yankee doodle,-11.85030688131353,-12.269129584409566,-12.317478056142951,-12.91770402194636,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,20,0.7,4.1855337142765165,3.9051440999942315,0.75,1.5273571542286972,7.399855800357026e-13,3.4675592557890314e-13
44,63,little jack horner.wav,6.793015873015873,0.403267541699156,1,2.22246420000738,0.4113742665509861,,4.465148300005239,16   75   63   74,3,5.68132049999258,1,1.140834370055185,sub-02,43,26,21.795000000000073,1.1929341592108242,2.22246420000738,4.465148300005239,5.68132049999258,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,13.17478438330443,1.322800592158413e-12,5.501050245637591e-13,1.3187077129156806e-13,7.462413963177451e-14,False,True,Familiar,0.5866666666666667,0.672437088861179,little jack horner,-11.878505619344157,-12.259554388261742,-12.87985145368379,-13.12712066296913,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,18,0.5555555555555556,4.400630250012545,4.563477550022071,0.4444444444444444,2.4940945790950604,6.066639789467194e-13,1.5771932115744008e-13
45,5,James Bond.wav,10.52199546485261,0.4896219102877971,1,2.700782400002936,0.4524156938761177,bond moviee,5.30338660000416,5  114   89   29,1,1.387973200005945,1,1.090430276369234,sub-02,44,26,18.33699999999999,1.4178982385341121,2.700782400002936,5.30338660000416,1.387973200005945,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,15.236637709877606,8.776663457640846e-13,2.036012078201642e-13,1.8797377792074992e-13,6.551217198254766e-14,True,True,Familiar,0.6,0.672437088861179,James Bond,-12.056670554405367,-12.691219649969481,-12.725902729984181,-13.183678001783166,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,20,0.3,2.80563633335017,2.7755237000092166,0.55,2.5489273298661907,6.9496911942536e-13,1.9586615046208874e-13
46,85,over the river and through the woods.wav,13.91301587301587,0.4937532955575698,1,3.227057599986438,0.4912671463015617,,3.963682500005234,85   87  102  104,1,3.051666200000909,1,1.159587408113168,sub-02,45,32,17.824999999999818,1.795231416549808,3.227057599986438,3.963682500005234,3.051666200000909,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,9.64903841910816,4.600634356543081e-13,2.980654608471371e-13,1.3275575266295895e-13,6.695994735115685e-14,False,True,Familiar,0.6133333333333333,0.672437088861179,over the river and through the woods,-12.337182281676705,-12.525688346116167,-12.876946650693586,-13.174184896488976,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,19,0.631578947368421,6.927159283332003,6.079534999997122,0.6842105263157895,3.2346545960457123,5.860990636136422e-13,1.8995717292603343e-13
47,100,shoo fly.wav,9.372018140589567,0.4209962160522361,0,,0.4246135316030316,,4.887624800001504,100   14   46   49,1,2.658800199991674,1,1.086407106841385,sub-02,46,50,23.855000000000018,2.0959966464053643,,4.887624800001504,2.658800199991674,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,22.569337824155074,5.063030791708321e-11,1.4185513359273507e-12,2.030356827969901e-13,1.0515975929626082e-13,False,False,Not familiar,0.6266666666666667,0.672437088861179,shoo fly,-10.295589431367189,-11.84815494290898,-12.692427629673022,-12.978150416635904,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,16,0.5625,4.633306733368146,4.469525699998485,0.5,1.419754483767859,1.1697213695259772e-12,2.4818759729200207e-13
48,116,this old man.wav,9.393015873015871,0.4870677398376296,1,6.329931000000215,0.4990544061035902,saints go marching in,11.39866099999927,1  116   91   31,3,7.197929999994813,0,1.189243738117284,sub-02,47,48,38.031000000000176,1.2621282637848013,6.329931000000215,11.39866099999927,7.197929999994813,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,17.15017302242057,1.0002707901805992e-11,4.916756033857728e-13,1.5373151248857117e-13,7.80232271321167e-14,True,True,Familiar,0.64,0.672437088861179,this old man,-10.999882413238764,-12.308321340576622,-12.81323709998804,-13.107776090723972,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,20,0.95,4.164023610497105,3.952299900003709,0.5,1.1853571381095471,7.240563184053952e-13,1.691047637877708e-13
49,114,the muffin man.wav,9.051020408163266,0.4025404005518047,1,6.110624499997357,0.4641489151722782,,2.205394800010254,114  111    6   99,2,8.157058500000858,0,1.017411791565972,sub-02,48,42,23.750999999999976,1.7683465959328046,6.110624499997357,2.205394800010254,8.157058500000858,2024-04-26 10:02:41,27,M,R,N,2024-04-26,2024-04,Friday,15.981430889440379,1.0062825937376964e-11,6.524029249817713e-13,1.286545345412027e-13,9.263699313874491e-14,False,True,Familiar,0.6533333333333333,0.672437088861179,the muffin man,-10.99728003949247,-12.185484100512516,-12.890574902096334,-13.03321554995131,75,0.6266666666666667,0.5333333333333333,4.511079099989729,14.764292132742789,1.679952670819636e-13,8.33351799155435e-14,-12.774702953447594,-13.079171622628676,14,0.8571428571428571,4.601825975031413,4.1281703500062585,0.6428571428571429,1.523419145491085,1.1746266905542644e-12,2.012826280590779e-13
